form	label	len	freq	train_freq	dev_freq	form	form_freq	label	num_labels	label_freq
롯데건설	OGG_ECONOMY	4	3	2	1	롯데건설	3	OGG_ECONOMY	1	1897
롯데자이언츠	OGG_SPORTS	6	3	1	2	롯데자이언츠	3	OGG_SPORTS	1	970
로이터	OGG_MEDIA	3	3	3	0	로이터	3	OGG_MEDIA	1	1194
로저무어	PS_NAME	4	2	2	0	로저무어	3	PS_NAME	2	17466
로저무어	AFW_OTHER_PRODUCTS	4	1	1	0	로저무어	3	AFW_OTHER_PRODUCTS	2	292
루게릭병	TMM_DISEASE	4	3	2	1	루게릭병	3	TMM_DISEASE	1	341
룬드그렌	PS_NAME	4	3	1	2	룬드그렌	3	PS_NAME	1	17466
루나	PS_NAME	2	3	3	0	루나	3	PS_NAME	1	17466
루이스	PS_NAME	3	3	3	0	루이스	3	PS_NAME	1	17466
뤽 베송	PS_NAME	4	3	2	1	뤽 베송	3	PS_NAME	1	17466
리브로	OGG_ECONOMY	3	3	3	0	리브로	3	OGG_ECONOMY	1	1897
리차드기어	PS_NAME	5	3	0	3	리차드기어	3	PS_NAME	1	17466
리포터	CV_OCCUPATION	3	3	0	3	리포터	3	CV_OCCUPATION	1	3329
리프니츠카야	PS_NAME	6	3	2	1	리프니츠카야	3	PS_NAME	1	17466
릴리	PS_NAME	2	3	3	0	릴리	3	PS_NAME	1	17466
링	AFA_VIDEO	1	3	3	0	링	3	AFA_VIDEO	1	2287
링컨	PS_NAME	2	3	3	0	링컨	3	PS_NAME	1	17466
마돈나	PS_NAME	3	3	1	2	마돈나	3	PS_NAME	1	17466
마드리드	LCP_CAPITALCITY	4	3	0	3	마드리드	3	LCP_CAPITALCITY	1	738
마라톤	CV_SPORTS	3	2	2	0	마라톤	3	CV_SPORTS	2	233
마라톤	EV_SPORTS	3	1	1	0	마라톤	3	EV_SPORTS	2	720
마르코	PS_NAME	3	3	3	0	마르코	3	PS_NAME	1	17466
마리아	PS_NAME	3	3	2	1	마리아	3	PS_NAME	1	17466
마리텔	AFA_VIDEO	3	3	2	1	마리텔	3	AFA_VIDEO	1	2287
마마무	PS_NAME	3	3	3	0	마마무	3	PS_NAME	1	17466
마약류관리에 관한 법률	CV_LAW	12	3	3	0	마약류관리에 관한 법률	3	CV_LAW	1	763
말랄라	PS_NAME	3	3	3	0	말랄라	3	PS_NAME	1	17466
말레이시아항공	OGG_ECONOMY	7	3	3	0	말레이시아항공	3	OGG_ECONOMY	1	1897
마우스	TMI_HW	3	3	3	0	마우스	3	TMI_HW	1	733
마음이	PS_PET	3	3	0	3	마음이	3	PS_PET	1	14
마이데일리	OGG_MEDIA	5	3	3	0	마이데일리	3	OGG_MEDIA	1	1194
마이클 잭슨	PS_NAME	6	3	0	3	마이클 잭슨	3	PS_NAME	1	17466
마이클잭슨	PS_NAME	5	3	2	1	마이클잭슨	3	PS_NAME	1	17466
마틴 로렌스	PS_NAME	6	3	2	1	마틴 로렌스	3	PS_NAME	1	17466
말포이	PS_CHARACTER	3	3	3	0	말포이	3	PS_CHARACTER	1	969
마흔	QT_AGE	2	3	2	1	마흔	3	QT_AGE	1	1334
막내	CV_RELATION	2	3	3	0	막내	3	CV_RELATION	1	1679
맨몸	AM_PART	2	3	3	0	맨몸	3	AM_PART	1	1011
맨오브스틸	AFA_VIDEO	5	3	3	0	맨오브스틸	3	AFA_VIDEO	1	2287
맨체스터 시티	OGG_SPORTS	7	3	3	0	맨체스터 시티	3	OGG_SPORTS	1	970
매년	DT_YEAR	2	3	1	2	매년	3	DT_YEAR	1	1758
매즈 미켈슨	PS_NAME	6	3	2	1	매즈 미켈슨	3	PS_NAME	1	17466
맷	PS_CHARACTER	1	2	0	2	맷	3	PS_CHARACTER	2	969
맷	PS_NAME	1	1	0	1	맷	3	PS_NAME	2	17466
맹기용	PS_NAME	3	3	3	0	맹기용	3	PS_NAME	1	17466
매교동	LCP_COUNTY	3	3	1	2	매교동	3	LCP_COUNTY	1	919
멕시코 월드컵	EV_SPORTS	7	3	3	0	멕시코 월드컵	3	EV_SPORTS	1	720
멧돼지	AM_MAMMALIA	3	3	2	1	멧돼지	3	AM_MAMMALIA	1	165
명계남	PS_NAME	3	3	3	0	명계남	3	PS_NAME	1	17466
명예훼손	CV_LAW	4	3	3	0	명예훼손	3	CV_LAW	1	763
명예훼손죄	CV_LAW	5	3	3	0	명예훼손죄	3	CV_LAW	1	763
목함지뢰	AF_WEAPON	4	3	3	0	목함지뢰	3	AF_WEAPON	1	282
모자	CV_RELATION	2	3	3	0	모자	3	CV_RELATION	1	1679
묵비권	CV_LAW	3	3	3	0	묵비권	3	CV_LAW	1	763
문병호	PS_NAME	3	3	2	1	문병호	3	PS_NAME	1	17466
문체부	OGG_POLITICS	3	3	3	0	문체부	3	OGG_POLITICS	1	4492
무간도	AFA_VIDEO	3	3	2	1	무간도	3	AFA_VIDEO	1	2287
무도	AFA_VIDEO	2	3	2	1	무도	3	AFA_VIDEO	1	2287
무디스	OGG_ECONOMY	3	3	3	0	무디스	3	OGG_ECONOMY	1	1897
무슬림	CV_TRIBE	3	3	3	0	무슬림	3	CV_TRIBE	1	214
무인항공기	TMI_HW	5	2	1	1	무인항공기	3	TMI_HW	2	733
무인항공기	AF_TRANSPORT	5	1	1	0	무인항공기	3	AF_TRANSPORT	2	1023
뮌헨	OGG_SPORTS	2	2	2	0	뮌헨	3	OGG_SPORTS	2	970
뮌헨	LCP_CITY	2	1	1	0	뮌헨	3	LCP_CITY	2	1262
뮤지컬	CV_ART	3	3	1	2	뮤지컬	3	CV_ART	1	674
미나토	PS_NAME	3	1	1	0	미나토	3	PS_NAME	2	17466
미니언즈	AFA_VIDEO	4	2	2	0	미니언즈	3	AFA_VIDEO	2	2287
미드필더	CV_SPORTS_POSITION	4	3	3	0	미드필더	3	CV_SPORTS_POSITION	1	130
미션임파서블	AFA_VIDEO	6	3	3	0	미션임파서블	3	AFA_VIDEO	1	2287
민낯	AM_PART	2	3	3	0	민낯	3	AM_PART	1	1011
민노총	OGG_OTHERS	3	3	2	1	민노총	3	OGG_OTHERS	1	531
민들레	PS_NAME	3	2	2	0	민들레	3	PS_NAME	2	17466
민들레	PT_FLOWER	3	1	1	0	민들레	3	PT_FLOWER	2	26
민트	TM_COLOR	2	2	2	0	민트	3	TM_COLOR	2	112
민트	AFA_DOCUMENT	2	1	0	1	민트	3	AFA_DOCUMENT	2	181
민호	PS_NAME	2	3	3	0	민호	3	PS_NAME	1	17466
민효린	PS_NAME	3	3	3	0	민효린	3	PS_NAME	1	17466
밀라요보비치	PS_NAME	6	3	0	3	밀라요보비치	3	PS_NAME	1	17466
미경	PS_NAME	2	3	2	1	미경	3	PS_NAME	1	17466
미니언즈	PS_CHARACTER	4	1	1	0	미니언즈	3	PS_CHARACTER	2	969
미달	PS_NAME	2	3	3	0	미달	3	PS_NAME	1	17466
미생	AFA_VIDEO	2	3	2	1	미생	3	AFA_VIDEO	1	2287
미셸	PS_NAME	2	3	2	1	미셸	3	PS_NAME	1	17466
미셸공드리	PS_NAME	5	3	3	0	미셸공드리	3	PS_NAME	1	17466
미시간 주	LCP_PROVINCE	5	3	3	0	미시간 주	3	LCP_PROVINCE	1	936
민중총궐기	EV_OTHERS	5	3	1	2	민중총궐기	3	EV_OTHERS	1	826
미야자키	PS_NAME	4	3	3	0	미야자키	3	PS_NAME	1	17466
미이라	AFA_VIDEO	3	3	3	0	미이라	3	AFA_VIDEO	1	2287
미카엘	PS_NAME	3	3	3	0	미카엘	3	PS_NAME	1	17466
밀러	OGG_ECONOMY	2	1	1	0	밀러	3	OGG_ECONOMY	2	1897
밀레니엄	AFA_VIDEO	4	2	2	0	밀레니엄	3	AFA_VIDEO	2	2287
미나토	PS_CHARACTER	3	2	0	2	미나토	3	PS_CHARACTER	2	969
밀러	PS_NAME	2	2	0	2	밀러	3	PS_NAME	2	17466
밀레니엄	AFA_DOCUMENT	4	1	1	0	밀레니엄	3	AFA_DOCUMENT	2	181
박민영	PS_NAME	3	3	2	1	박민영	3	PS_NAME	1	17466
박병호	PS_NAME	3	3	3	0	박병호	3	PS_NAME	1	17466
박상학	PS_NAME	3	3	3	0	박상학	3	PS_NAME	1	17466
박선영	PS_NAME	3	3	0	3	박선영	3	PS_NAME	1	17466
박수현	PS_NAME	3	3	0	3	박수현	3	PS_NAME	1	17466
박원상	PS_NAME	3	3	2	1	박원상	3	PS_NAME	1	17466
박잎선	PS_NAME	3	3	3	0	박잎선	3	PS_NAME	1	17466
박정아	PS_NAME	3	3	2	1	박정아	3	PS_NAME	1	17466
박준우	PS_NAME	3	3	3	0	박준우	3	PS_NAME	1	17466
박찬호	PS_NAME	3	3	2	1	박찬호	3	PS_NAME	1	17466
박철수	PS_NAME	3	3	3	0	박철수	3	PS_NAME	1	17466
박평식	PS_NAME	3	3	3	0	박평식	3	PS_NAME	1	17466
반개	QT_COUNT	2	3	3	0	반개	3	QT_COUNT	1	3166
반지의제왕	AFA_VIDEO	5	3	1	2	반지의제왕	3	AFA_VIDEO	1	2287
반포동	LCP_COUNTY	3	3	2	1	반포동	3	LCP_COUNTY	1	919
발라드	CV_ART	3	2	2	0	발라드	3	CV_ART	2	674
발라드	PS_NAME	3	1	0	1	발라드	3	PS_NAME	2	17466
발레	CV_ART	2	3	2	1	발레	3	CV_ART	1	674
발열	TMM_DISEASE	2	3	2	1	발열	3	TMM_DISEASE	1	341
밤 11시	TI_HOUR	5	3	2	1	밤 11시	3	TI_HOUR	1	331
밤까지	TI_OTHERS	3	3	3	0	밤까지	3	TI_OTHERS	1	577
방망이	CV_SPORTS_INST	3	3	3	0	방망이	3	CV_SPORTS_INST	1	52
방송통신심의위원회	OGG_POLITICS	9	3	2	1	방송통신심의위원회	3	OGG_POLITICS	1	4492
방탄소년단	PS_NAME	5	3	2	1	방탄소년단	3	PS_NAME	1	17466
바이든	PS_NAME	3	3	2	1	바이든	3	PS_NAME	1	17466
배달원	CV_OCCUPATION	3	3	3	0	배달원	3	CV_OCCUPATION	1	3329
배달의 민족	TMI_SERVICE	6	3	3	0	배달의 민족	3	TMI_SERVICE	1	699
백남기	PS_NAME	3	3	2	1	백남기	3	PS_NAME	1	17466
백두대간	LCG_MOUNTAIN	4	3	2	1	백두대간	3	LCG_MOUNTAIN	1	76
백점	QT_OTHERS	2	3	3	0	백점	3	QT_OTHERS	1	1946
백현	PS_NAME	2	3	2	1	백현	3	PS_NAME	1	17466
버즈피드	OGG_MEDIA	4	3	3	0	버즈피드	3	OGG_MEDIA	1	1194
법사위원	CV_POSITION	4	3	1	2	법사위원	3	CV_POSITION	1	4290
법정	OGG_LAW	2	3	3	0	법정	3	OGG_LAW	1	400
버진아일랜드	LCP_PROVINCE	6	2	2	0	버진아일랜드	3	LCP_PROVINCE	2	936
버진아일랜드	LCG_ISLAND	6	1	1	0	버진아일랜드	3	LCG_ISLAND	2	124
벤 애플렉	PS_NAME	5	3	2	1	벤 애플렉	3	PS_NAME	1	17466
베스트3	QT_ORDER	4	3	2	1	베스트3	3	QT_ORDER	1	2633
베이너	PS_NAME	3	3	3	0	베이너	3	PS_NAME	1	17466
벡터맨	AFA_VIDEO	3	3	1	2	벡터맨	3	AFA_VIDEO	1	2287
벨	PS_NAME	1	3	2	1	벨	3	PS_NAME	1	17466
벼	PT_FRUIT	1	3	3	0	벼	3	PT_FRUIT	1	25
변희봉	PS_NAME	3	3	2	1	변희봉	3	PS_NAME	1	17466
별	PS_NAME	1	3	3	0	별	3	PS_NAME	1	17466
병살타	TM_SPORTS	3	3	1	2	병살타	3	TM_SPORTS	1	339
병원장	CV_POSITION	3	3	3	0	병원장	3	CV_POSITION	1	4290
병풍도	LCG_ISLAND	3	3	2	1	병풍도	3	LCG_ISLAND	1	124
복면가왕	AFA_VIDEO	4	3	1	2	복면가왕	3	AFA_VIDEO	1	2287
보노	PS_NAME	2	3	3	0	보노	3	PS_NAME	1	17466
보디가드	AFA_VIDEO	4	3	2	1	보디가드	3	AFA_VIDEO	1	2287
보리	PS_PET	2	2	2	0	보리	3	PS_PET	2	14
보리	PS_CHARACTER	2	1	1	0	보리	3	PS_CHARACTER	2	969
보시라이	PS_NAME	4	3	3	0	보시라이	3	PS_NAME	1	17466
봅슬레이	CV_SPORTS	4	3	3	0	봅슬레이	3	CV_SPORTS	1	233
보안관	CV_POSITION	3	3	3	0	보안관	3	CV_POSITION	1	4290
복싱	CV_SPORTS	2	3	2	1	복싱	3	CV_SPORTS	1	233
보은	PS_NAME	2	2	2	0	보은	3	PS_NAME	2	17466
보은	LCP_COUNTY	2	1	1	0	보은	3	LCP_COUNTY	2	919
보잉	OGG_ECONOMY	2	3	3	0	보잉	3	OGG_ECONOMY	1	1897
부가세	CV_TAX	3	3	2	1	부가세	3	CV_TAX	1	42
부대변인	CV_POSITION	4	3	3	0	부대변인	3	CV_POSITION	1	4290
부림사건	EV_OTHERS	4	3	2	1	부림사건	3	EV_OTHERS	1	826
부산경찰청	OGG_POLITICS	5	3	3	0	부산경찰청	3	OGG_POLITICS	1	4492
부산진구	LCP_COUNTY	4	3	1	2	부산진구	3	LCP_COUNTY	1	919
부장관	CV_POSITION	3	3	3	0	부장관	3	CV_POSITION	1	4290
북극	LCG_CONTINENT	2	3	3	0	북극	3	LCG_CONTINENT	1	154
북단	TM_DIRECTION	2	3	2	1	북단	3	TM_DIRECTION	1	619
북동부	TM_DIRECTION	3	3	2	1	북동부	3	TM_DIRECTION	1	619
북동쪽	TM_DIRECTION	3	3	3	0	북동쪽	3	TM_DIRECTION	1	619
불교	OGG_RELIGION	2	3	3	0	불교	3	OGG_RELIGION	1	92
부녀	CV_RELATION	2	3	3	0	부녀	3	CV_RELATION	1	1679
부상	CV_POSITION	2	3	3	0	부상	3	CV_POSITION	1	4290
불임	FD_MEDICINE	2	1	1	0	불임	3	FD_MEDICINE	3	33
불임	TR_MEDICINE	2	1	1	0	불임	3	TR_MEDICINE	3	82
불임	TMM_DISEASE	2	1	1	0	불임	3	TMM_DISEASE	3	341
브라이언 드 팔마	PS_NAME	9	3	2	1	브라이언 드 팔마	3	PS_NAME	1	17466
브라이언 드팔마	PS_NAME	8	3	2	1	브라이언 드팔마	3	PS_NAME	1	17466
블레이드	AFA_VIDEO	4	2	2	0	블레이드	3	AFA_VIDEO	2	2287
블레이드	PS_CHARACTER	4	1	1	0	블레이드	3	PS_CHARACTER	2	969
블루홀스튜디오	OGG_ECONOMY	7	3	3	0	블루홀스튜디오	3	OGG_ECONOMY	1	1897
브라이언 싱어	PS_NAME	7	3	3	0	브라이언 싱어	3	PS_NAME	1	17466
브리트니머피	PS_NAME	6	3	3	0	브리트니머피	3	PS_NAME	1	17466
블룸버그	OGG_MEDIA	4	3	2	1	블룸버그	3	OGG_MEDIA	1	1194
빅토르 안	PS_NAME	5	3	2	1	빅토르 안	3	PS_NAME	1	17466
빌보드	OGG_MEDIA	3	3	2	1	빌보드	3	OGG_MEDIA	1	1194
비닐	MT_CHEMICAL	2	3	3	0	비닐	3	MT_CHEMICAL	1	114
비디오	TMI_HW	3	3	3	0	비디오	3	TMI_HW	1	733
비버	PS_NAME	2	2	2	0	비버	3	PS_NAME	2	17466
비버	PS_CHARACTER	2	1	0	1	비버	3	PS_CHARACTER	2	969
비키니	CV_CLOTHING	3	3	2	1	비키니	3	CV_CLOTHING	1	193
빵	CV_FOOD	1	3	3	0	빵	3	CV_FOOD	1	360
사	PS_NAME	1	2	2	0	사	3	PS_NAME	2	17466
사	CV_POLICY	1	1	1	0	사	3	CV_POLICY	2	94
산단공	OGG_POLITICS	3	2	2	0	산단공	3	OGG_POLITICS	2	4492
산단공	TMI_PROJECT	3	1	1	0	산단공	3	TMI_PROJECT	2	64
산소	MT_ELEMENT	2	2	1	1	산소	3	MT_ELEMENT	2	16
산티아고 베르나베우	AF_BUILDING	10	3	2	1	산티아고 베르나베우	3	AF_BUILDING	1	447
삼천포	AFA_VIDEO	3	2	2	0	삼천포	3	AFA_VIDEO	2	2287
상사	CV_POSITION	2	3	2	1	상사	3	CV_POSITION	1	4290
상인	CV_OCCUPATION	2	3	2	1	상인	3	CV_OCCUPATION	1	3329
상임위	OGG_POLITICS	3	3	3	0	상임위	3	OGG_POLITICS	1	4492
상임위원회	OGG_POLITICS	5	3	2	1	상임위원회	3	OGG_POLITICS	1	4492
상하이스트	OGG_MEDIA	5	3	0	3	상하이스트	3	OGG_MEDIA	1	1194
사민당	OGG_POLITICS	3	3	2	1	사민당	3	OGG_POLITICS	1	4492
사슴	AM_MAMMALIA	2	3	3	0	사슴	3	AM_MAMMALIA	1	165
사우샘프턴	OGG_SPORTS	5	2	1	1	사우샘프턴	3	OGG_SPORTS	2	970
사우샘프턴	LCP_CITY	5	1	1	0	사우샘프턴	3	LCP_CITY	2	1262
사전투표	EV_OTHERS	4	3	2	1	사전투표	3	EV_OTHERS	1	826
산림청	OGG_POLITICS	3	3	3	0	산림청	3	OGG_POLITICS	1	4492
산소	TM_CELL_TISSUE_ORGAN	2	1	1	0	산소	3	TM_CELL_TISSUE_ORGAN	2	113
산악인	CV_OCCUPATION	3	3	3	0	산악인	3	CV_OCCUPATION	1	3329
살인미수	CV_LAW	4	3	3	0	살인미수	3	CV_LAW	1	763
삼국지	AFA_DOCUMENT	3	3	3	0	삼국지	3	AFA_DOCUMENT	1	181
삼성화재	OGG_ECONOMY	4	3	3	0	삼성화재	3	OGG_ECONOMY	1	1897
삼자범퇴	TM_SPORTS	4	3	2	1	삼자범퇴	3	TM_SPORTS	1	339
사진가	CV_OCCUPATION	3	3	3	0	사진가	3	CV_OCCUPATION	1	3329
사흘 만	DT_DURATION	4	3	2	1	사흘 만	3	DT_DURATION	1	1879
삼천포	PS_NAME	3	1	0	1	삼천포	3	PS_NAME	2	17466
삼천포로	LC_OTHERS	4	3	1	2	삼천포로	3	LC_OTHERS	1	905
사법부	OGG_LAW	3	3	3	0	사법부	3	OGG_LAW	1	400
상해	CV_LAW	2	1	1	0	상해	3	CV_LAW	3	763
상해	OGG_POLITICS	2	1	1	0	상해	3	OGG_POLITICS	3	4492
상해	LCP_CITY	2	1	1	0	상해	3	LCP_CITY	3	1262
새정추	OGG_POLITICS	3	3	3	0	새정추	3	OGG_POLITICS	1	4492
샘킴	PS_NAME	2	3	2	1	샘킴	3	PS_NAME	1	17466
생쥐	AM_MAMMALIA	2	3	3	0	생쥐	3	AM_MAMMALIA	1	165
샤론 스톤	PS_NAME	5	3	3	0	샤론 스톤	3	PS_NAME	1	17466
샤를리 에브도	OGG_MEDIA	7	2	2	0	샤를리 에브도	3	OGG_MEDIA	2	1194
샤를리 에브도	AFA_DOCUMENT	7	1	1	0	샤를리 에브도	3	AFA_DOCUMENT	2	181
샤이니	PS_NAME	3	3	3	0	샤이니	3	PS_NAME	1	17466
설희	PS_NAME	2	2	1	1	설희	3	PS_NAME	2	17466
설희	AFA_DOCUMENT	2	1	1	0	설희	3	AFA_DOCUMENT	2	181
성폭력범죄의처벌등에관한특례법	CV_LAW	15	3	3	0	성폭력범죄의처벌등에관한특례법	3	CV_LAW	1	763
서부경찰서	OGG_POLITICS	5	3	3	0	서부경찰서	3	OGG_POLITICS	1	4492
서영희	PS_NAME	3	3	0	3	서영희	3	PS_NAME	1	17466
서울 시	AFA_DOCUMENT	4	3	0	3	서울 시	3	AFA_DOCUMENT	1	181
서울가정법원	OGG_LAW	6	3	2	1	서울가정법원	3	OGG_LAW	1	400
서울경찰청	OGG_POLITICS	5	3	3	0	서울경찰청	3	OGG_POLITICS	1	4492
서울구치소	AF_BUILDING	5	3	2	1	서울구치소	3	AF_BUILDING	1	447
서울대병원	OGG_MEDICINE	5	3	3	0	서울대병원	3	OGG_MEDICINE	1	143
서울대학교	OGG_EDUCATION	5	3	2	1	서울대학교	3	OGG_EDUCATION	1	428
서울중앙지검장	CV_POSITION	7	3	1	2	서울중앙지검장	3	CV_POSITION	1	4290
서울중앙지방법원	OGG_LAW	8	3	1	2	서울중앙지방법원	3	OGG_LAW	1	400
서울청	OGG_POLITICS	3	3	2	1	서울청	3	OGG_POLITICS	1	4492
서준	PS_NAME	2	3	3	0	서준	3	PS_NAME	1	17466
서초경찰서	OGG_POLITICS	5	3	3	0	서초경찰서	3	OGG_POLITICS	1	4492
석좌교수	CV_POSITION	4	3	3	0	석좌교수	3	CV_POSITION	1	4290
석탄	MT_ROCK	2	3	3	0	석탄	3	MT_ROCK	1	20
선예	PS_NAME	2	3	3	0	선예	3	PS_NAME	1	17466
선임병	CV_POSITION	3	3	2	1	선임병	3	CV_POSITION	1	4290
성공회대	OGG_EDUCATION	4	3	3	0	성공회대	3	OGG_EDUCATION	1	428
성균관대	OGG_EDUCATION	4	3	3	0	성균관대	3	OGG_EDUCATION	1	428
성북구	LCP_COUNTY	3	3	2	1	성북구	3	LCP_COUNTY	1	919
성형수술	TR_MEDICINE	4	3	2	1	성형수술	3	TR_MEDICINE	1	82
서해대교	AF_BUILDING	4	3	2	1	서해대교	3	AF_BUILDING	1	447
석	PS_NAME	1	3	2	1	석	3	PS_NAME	1	17466
설날	DT_DAY	2	3	3	0	설날	3	DT_DAY	1	4356
설사	TMM_DISEASE	2	3	3	0	설사	3	TMM_DISEASE	1	341
성준	PS_NAME	2	3	3	0	성준	3	PS_NAME	1	17466
서른	QT_AGE	2	3	0	3	서른	3	QT_AGE	1	1334
세 모자	QT_MAN_COUNT	4	3	3	0	세 모자	3	QT_MAN_COUNT	1	2224
세 배우	QT_MAN_COUNT	4	3	3	0	세 배우	3	QT_MAN_COUNT	1	2224
세 사람	QT_MAN_COUNT	4	3	3	0	세 사람	3	QT_MAN_COUNT	1	2224
세 아이	QT_MAN_COUNT	4	3	3	0	세 아이	3	QT_MAN_COUNT	1	2224
세 자녀	QT_MAN_COUNT	4	3	3	0	세 자녀	3	QT_MAN_COUNT	1	2224
세관	OGG_POLITICS	2	2	2	0	세관	3	OGG_POLITICS	2	4492
세시간	TI_DURATION	3	3	3	0	세시간	3	TI_DURATION	1	1703
세월호 침몰 사고	EV_OTHERS	9	3	3	0	세월호 침몰 사고	3	EV_OTHERS	1	826
세인트루이스 카디널스	OGG_SPORTS	11	3	2	1	세인트루이스 카디널스	3	OGG_SPORTS	1	970
세종대왕	PS_NAME	4	3	3	0	세종대왕	3	PS_NAME	1	17466
센카쿠	LCG_ISLAND	3	3	1	2	센카쿠	3	LCG_ISLAND	1	124
세훈	PS_NAME	2	3	2	1	세훈	3	PS_NAME	1	17466
셀린느	PS_NAME	3	1	1	0	셀린느	3	PS_NAME	3	17466
셀린느	AFA_VIDEO	3	1	1	0	셀린느	3	AFA_VIDEO	3	2287
셀린느	OGG_ECONOMY	3	1	1	0	셀린느	3	OGG_ECONOMY	3	1897
세관	CV_OCCUPATION	2	1	1	0	세관	3	CV_OCCUPATION	2	3329
셰익스피어	PS_NAME	5	3	3	0	셰익스피어	3	PS_NAME	1	17466
소울샵엔터테인먼트	OGG_ECONOMY	9	3	3	0	소울샵엔터테인먼트	3	OGG_ECONOMY	1	1897
손담비	PS_NAME	3	3	2	1	손담비	3	PS_NAME	1	17466
손목	AM_PART	2	3	2	1	손목	3	AM_PART	1	1011
손승연	PS_NAME	3	3	3	0	손승연	3	PS_NAME	1	17466
송새벽	PS_NAME	3	3	2	1	송새벽	3	PS_NAME	1	17466
송해성	PS_NAME	3	3	2	1	송해성	3	PS_NAME	1	17466
소득세	CV_TAX	3	3	2	1	소득세	3	CV_TAX	1	42
소령	CV_POSITION	2	3	3	0	소령	3	CV_POSITION	1	4290
소방차	AF_TRANSPORT	3	3	3	0	소방차	3	AF_TRANSPORT	1	1023
소이	PS_NAME	2	3	3	0	소이	3	PS_NAME	1	17466
소총	AF_WEAPON	2	3	2	1	소총	3	AF_WEAPON	1	282
쇼미더머니3	AFA_VIDEO	6	3	3	0	쇼미더머니3	3	AFA_VIDEO	1	2287
쇼팽	PS_NAME	2	3	3	0	쇼팽	3	PS_NAME	1	17466
수백향	PS_NAME	3	2	2	0	수백향	3	PS_NAME	2	17466
수백향	AFA_VIDEO	3	1	1	0	수백향	3	AFA_VIDEO	2	2287
수석부위원장	CV_POSITION	6	3	3	0	수석부위원장	3	CV_POSITION	1	4290
수석비서관	CV_POSITION	5	2	2	0	수석비서관	3	CV_POSITION	2	4290
수석비서관	EV_OTHERS	5	1	1	0	수석비서관	3	EV_OTHERS	2	826
수소	MT_ELEMENT	2	3	3	0	수소	3	MT_ELEMENT	1	16
수원서부경찰서	OGG_POLITICS	7	3	2	1	수원서부경찰서	3	OGG_POLITICS	1	4492
수원지방법원	OGG_LAW	6	3	1	2	수원지방법원	3	OGG_LAW	1	400
수잔 서랜든	PS_NAME	6	3	0	3	수잔 서랜든	3	PS_NAME	1	17466
수장	CV_POSITION	2	3	2	1	수장	3	CV_POSITION	1	4290
수자원공사	OGG_POLITICS	5	2	1	1	수자원공사	3	OGG_POLITICS	2	4492
수자원공사	OGG_ECONOMY	5	1	1	0	수자원공사	3	OGG_ECONOMY	2	1897
수정	PS_CHARACTER	2	2	2	0	수정	3	PS_CHARACTER	2	969
수정	PS_NAME	2	1	1	0	수정	3	PS_NAME	2	17466
수퍼맨	PS_CHARACTER	3	2	0	2	수퍼맨	3	PS_CHARACTER	2	969
수퍼맨	PS_NAME	3	1	0	1	수퍼맨	3	PS_NAME	2	17466
슈	PS_CHARACTER	1	2	2	0	슈	3	PS_CHARACTER	2	969
슈	CV_SPORTS	1	1	1	0	슈	3	CV_SPORTS	2	233
슈틸리케	PS_NAME	4	3	3	0	슈틸리케	3	PS_NAME	1	17466
스마트워치	TMI_HW	5	3	2	1	스마트워치	3	TMI_HW	1	733
스완지시티	OGG_SPORTS	5	3	2	1	스완지시티	3	OGG_SPORTS	1	970
스칼렛 오하라	PS_NAME	7	3	3	0	스칼렛 오하라	3	PS_NAME	1	17466
스타크래프트	AFW_OTHER_PRODUCTS	6	3	3	0	스타크래프트	3	AFW_OTHER_PRODUCTS	1	292
스텔라	PS_NAME	3	3	0	3	스텔라	3	PS_NAME	1	17466
스테이크	CV_FOOD	4	2	2	0	스테이크	3	CV_FOOD	2	360
스테이크	OGG_FOOD	4	1	1	0	스테이크	3	OGG_FOOD	2	181
스트라이커	CV_SPORTS_POSITION	5	3	3	0	스트라이커	3	CV_SPORTS_POSITION	1	130
스티브	PS_NAME	3	2	0	2	스티브	3	PS_NAME	2	17466
스티브	PS_CHARACTER	3	1	0	1	스티브	3	PS_CHARACTER	2	969
스티브 잡스	PS_NAME	6	3	3	0	스티브 잡스	3	PS_NAME	1	17466
슬라이더	TM_SPORTS	4	3	1	2	슬라이더	3	TM_SPORTS	1	339
승기	PS_NAME	2	3	2	1	승기	3	PS_NAME	1	17466
승부차기	TM_SPORTS	4	3	3	0	승부차기	3	TM_SPORTS	1	339
스파이	CV_OCCUPATION	3	2	2	0	스파이	3	CV_OCCUPATION	2	3329
스파이	AFA_VIDEO	3	1	1	0	스파이	3	AFA_VIDEO	2	2287
시리아 반군	OGG_MILITARY	6	3	3	0	시리아 반군	3	OGG_MILITARY	1	422
시사매거진2580	AFA_VIDEO	9	3	2	1	시사매거진2580	3	AFA_VIDEO	1	2287
시어머니	CV_RELATION	4	3	2	1	시어머니	3	CV_RELATION	1	1679
시즌3까지	QT_ORDER	5	3	2	1	시즌3까지	3	QT_ORDER	1	2633
시즌4까지	QT_ORDER	5	3	3	0	시즌4까지	3	QT_ORDER	1	2633
시진핑(習近平)	PS_NAME	8	3	2	1	시진핑(習近平)	3	PS_NAME	1	17466
시카고 컵스	OGG_SPORTS	6	3	3	0	시카고 컵스	3	OGG_SPORTS	1	970
식목일	DT_DAY	3	3	2	1	식목일	3	DT_DAY	1	4356
